Country,Value_1,Value_2,Value_3,Value_4,Value_5,Value_6,Value_7
CHE,-0.8234122098224717,122.37034283532175,-6.266737135041334,-4.718389963771752,-0.3091303548757307,-1.7760431422526701,0.0018578976177027738
CHL,-0.46655739751891856,6.9207755431248295,-9.114301099827028,-9.633162121026617,-0.20797902927705003,-0.321544493501269,0.003068848958315243
CHN,-0.5946171856672011,6.433717897770778,-5.864214259531153,-7.5810914113810135,-0.12690239725895447,-2.9651307726667686,0.0004478345945615767
CIV,-0.1558974604520591,8.745621024168255,-2.3814121511179565,-2.0630488343339914,-0.054332740692442094,-1.886443453093667,0.0005869158777857931
CMR,0.16831440268028075,-0.544202272749619,0.28371910229172403,0.5440212926711485,0.03670310067409588,-2.039906858971474,0.00021682077187321687
COD,-0.5040559574062908,1.1583273469360174,-0.27530557985424586,-1.5373342445892946,-0.05745125023602915,-2.6202068160728786,0.00015547227804797994
COG,-2.885573508774897,1.174461874848159,-0.19080136025668715,-2.7979872307720477,-0.26012859043677006,-1.9592127127941006,0.0009948917205171788
COL,-0.08477428538778975,6.799785127214802,-13.113743252239784,-9.8490365869764,-0.04682732995717753,0.9721744481801631,0.0027876725110559625
COM,0.46878604656956924,-0.9394764669023029,-0.623027273228316,0.8243754542566428,0.05526589856250652,-2.322218515411212,3.114873250802209e-05
CPV,0.3592338483186186,-0.9473962532652482,-1.4372252226240723,0.5052121610396254,0.04936169890454867,-1.8126626237326748,0.00015492201190833615
CRI,-0.43753113787216025,40.610488436516505,-19.34038375744368,-15.876722029999502,-0.20873865435917516,2.5003334747512262,0.0064036858820661945
CUW,-0.7484682678697618,-0.4907025913597608,-27.255090054146603,-10.969585012793159,0.1364076459866581,4.874026185724167,0.008832731387371767
CYM,-0.4630549513431115,-0.9488873445259338,-17.12770509060314,-6.4506924722426255,0.20115649559362403,2.8248283895097925,0.007152660545958597
CYP,0.38562701121185317,-0.8409303508877534,-0.14825484959540836,0.4752637868147058,0.06268744313990826,-1.7896589124179685,0.00019381330955793553
CZE,-0.0630476096295074,4.391993682453128,-0.47836371444112125,-0.3076008914177586,-0.005682746417701168,-2.066677213519874,0.0007875638223544497
DEU,-0.44131053323051006,7.699716506899061,-3.6973301326105323,-3.3745112342351002,-0.13402821645450702,-1.9193819500299414,0.0010105060046522762
DJI,1.322858929172388,-0.9818801576810192,-0.027421331604060573,0.6667023374498982,0.31504911855557705,-2.3642875714461664,0.0008380331800725447
DMA,-0.31053524744270034,-0.9510892320555969,-1.2838494846450499,-3.1960739668856153,0.2941751008329385,2.3219302147188925,0.005258717573231335
DNK,-0.2184548556577015,29.564152215662865,-3.609356795456631,-2.45496299962471,-0.0927324200053925,-1.9366393604528964,0.0007051544717039285
DOM,-0.5272743966002524,2.115156490556659,-30.89406348818402,-14.463936749375783,-0.0075664674907161,4.210073866674291,0.006884598014923421
DZA,-0.2259399081039004,4.051326603970285,-2.1801850840765025,-2.332721628215939,-0.04672473201726701,-2.176676976767866,0.0002693017617078555
ECU,-0.37673056768764424,6.506263548252797,-10.183251999566522,-11.303536262495884,-0.21400719970714466,0.5307281087867377,0.003967263023635696
EGY,0.16389874670517113,-0.6483682908687352,-2.4608668155410074,-0.9248439613904424,0.021481661185362988,-1.6281904346963194,0.0006048169375390527
ERI,-0.2101396896248109,1.0106754145526908,-2.773748339909732,-3.357009559370283,-0.06782800933238242,-1.9406790582039868,0.000823649260092397
ESP,-0.0037633860065278135,2.9176827910223566,-2.9510988659871007,-1.9877180919337434,-0.027255307221807357,-1.561368768809679,0.0009322980250410586
EST,0.06532350332311143,1.307835931397445,-1.202838405596507,-0.5403312929581294,-0.024051305602634798,-1.9213890483709584,0.0007439965440269344
ETH,0.09953610355266651,-0.7574538440090494,-5.277545470662782,-0.8681508221234924,0.014760339978159287,-1.549291470329528,0.0002742361272621939
FIN,-0.30365688414843994,19.26863852022698,-3.7789371073003397,-2.8650304205270594,-0.1038345210808922,-2.095233385394535,0.0006181706087237173
FJI,0.18134425604747761,1.230072926122728,-22.710778676441702,-3.40771313203041,-0.2803310882568022,-2.7711907088946885,0.001091425704656617
FRA,-0.042084748175963416,2.4798167295063953,-3.789183373838023,-2.2347824989332965,-0.043534232888697844,-1.7567775410757713,0.0006538943651485454
FSM,-0.8868698435535394,1.1235633404619345,-12.569992886096115,-18.503541509334966,-0.44743775807654096,1.0084116306192437,0.006558297961814548
GAB,-1.431120515158002,1.1079942566249854,-0.5490451713592637,-3.2370511074440333,-0.16324265081242295,-1.7606401644754688,0.001007870802955772
GBR,0.035915768689043226,0.2788844056049067,-6.077176439420406,-3.1837119796811586,-0.015242228231626687,-1.2281910688418773,0.001090553119699799
GEO,-0.009313976522573597,-0.9102348257918919,-8.287882388374058,-2.6441009864364817,0.06284509579712605,-0.04686189644625971,0.0023828781939306
GHA,0.05336240173652307,4.201303914039094,-1.8522237896616334,-1.169474165604778,-0.003271997008047478,-2.0922387262863884,0.0005667257861451343
GIN,-2.9191905477198077,0.9890731671352081,0.34714097133550226,-1.7210904440053132,-0.14279177471506754,-2.0418304358469364,0.0006437508640235569
GMB,0.2400023809371099,-0.9772626599759291,-0.058986431629715064,0.3245204949413827,-0.06636387573796254,-2.0301048675714695,0.0009986198670251137
GNB,0.3357218630088754,-0.9776313136916062,-0.9876245428660058,0.5841940039097437,0.04025999181158646,-2.0033172421969114,7.722158875504816e-05
GNQ,-1.518299086881414,1.4857398304486227,-0.6976147582364423,-8.17109115168736,-0.14839780515399914,-2.0686471837942033,0.0005722499111109932
GRC,0.25873294252742873,-0.35355207984575987,-1.3009437533535673,-0.08471079464962283,0.026199051731201628,-2.0561140940799416,0.0003166507904336413
GRD,-0.9218334165535413,-0.5567084088925569,-42.80341113632714,-11.65960659100489,0.3647579442971782,8.843935820264104,0.010356140716856596
GRL,-0.5315410846941204,1.2375860210789986,-0.3016355646171087,-0.9244349879273361,-0.0734958280538156,-2.0602528967659794,0.00011167542569698515
GTM,-0.26046002428513626,1.0455155807723602,-16.412234544783587,-8.771162918552022,0.05975697266717983,3.0675337136690572,0.005686771563311115
GUY,-11.20481705165217,6.366305842040966,-8.692329196368465,-29.42517899012951,-1.6499167374443124,-0.873163634517482,0.006032105835484923
HKG,1.1722444767983564,-0.9531936346982578,-2.187667611698574,0.3229818459867584,0.2397018723101274,-2.307215966658871,0.0017961602075338764
HND,-1.0641411565095682,4.391076918539899,-21.95921987790622,-12.905807707657768,-0.23317082617542173,3.877162679016477,0.011043332770001744
HRV,0.2259217690855131,-0.538257653963702,-2.439902220161605,-0.7235497176800498,-0.001324174699524061,-1.7884655974331753,0.0008128734532582586
HTI,-0.6295761058046301,1.2451901448775322,-37.75395422648974,-11.74731756810744,-0.03711219689984668,3.646075287833872,0.0037551986527038597
HUN,-0.35767315030934554,9.712594761425986,-1.061178755866099,-0.5902792238176691,-0.1045423014999658,-2.0874782549052506,0.0007232801022307032
IDN,-0.37897067034067256,6.572224495057889,-4.058584250104003,-4.219736523574669,-0.08964548619257995,-2.8645173419207803,0.0004195851825797003
IND,-0.06362453554226155,4.107843984436259,-9.275321842663264,-4.302763339377014,-0.07289297083331592,-2.4509305931404546,0.0005997475883976341
IRL,-2.1583105484180187,7.330652890735201,-9.330704664459367,-13.647964853725615,-0.5411158385395742,-1.9451829214392036,0.0024269306871276953
IRN,0.09492133175705852,-0.9833138934274233,-0.621820471281187,0.4639781443362745,0.009321769815473502,-2.31304920692047,7.687838969977774e-06
IRQ,-1.2458897462576668,4.586377482264781,-2.9958810481889864,-3.9863597057557154,-0.23718482099083227,-2.799186509060181,0.0003230123170093323
ISL,0.0650394322443626,0.5534388789256196,-2.655656322930333,-1.5765250163347622,-0.0026275339568004874,-1.249214739155291,0.0009865717731229473
ISR,-0.23339393899464156,8.992972754257021,-13.297703619943825,-7.8661814816783355,-0.12093172091562909,-2.101878648706057,0.0010053550682204192
ITA,-0.23538930878514996,66.80058293041235,-3.6637654113855778,-2.610756175913209,-0.08939344562074458,-2.0570022113234665,0.0006180090728421593
JAM,-0.8057807563840336,-0.1279110546777909,-27.26572399554944,-9.27208097083463,0.19567140235774438,4.55457255522036,0.008830842307007859
JOR,-0.004148528102465576,1.2350968850634625,-9.667437494677511,-2.713091985445615,-0.19033508039832947,-2.2452582992576797,0.001267711326581133
JPN,-0.32920134260321365,68.461047105964,-10.319421702336818,-7.532035540474702,-0.1356015714034986,-2.489391287150833,0.0009455020020686806
KAZ,-0.130266624172648,2.153433962455212,-0.2671087707168618,-0.40096600665997517,0.003945332263555201,-2.2900643062571002,0.0003904922398009215
KEN,0.3154204898260238,-0.7958545998590628,-2.0013786619644702,0.1943475970880959,0.043396786457994274,-2.0690707163381727,0.00031676798397804013
KGZ,1.608962249980106,-0.9815743266177764,0.5015840059905852,0.9827446921824468,0.30175140301818004,-2.822766720230596,0.0002904329794310724
KHM,-3.5727800115826325,4946.7624149078165,-11.664000532915663,-5.400867662303266,-1.3554798340255525,-4.615298051974781,0.0003432605326601256
KIR,0.43303212812100256,-0.9583236549396931,-1.8202966432584011,-0.1345900591210092,-0.004365958796681557,-2.7742770058059474,0.0001717900498836811
KNA,-0.7956041820564197,-0.3747773574149102,-37.58520512370567,-14.651717006184672,0.2648484720887412,8.049464420136388,0.011249432917716335
KOR,-1.2149458505698707,11.321683944920416,-9.1444036944747,-9.461379684006566,-0.3641338390019455,-2.2602140979236407,0.001988071388234315
KWT,-0.536864834826134,1.2714656057859988,-1.944367355150045,-3.75820057718691,-0.11341948261879287,-1.7330277158961849,0.0012772572401254254
LAO,-0.04022178780415109,8.934526693382711,-0.30134121375469114,0.09860873159346362,0.024665770170684276,-3.553127647665566,6.948677890001262e-05
LBN,0.5879540346562351,-0.9135299123293142,-2.0681928417374262,0.15211293444674645,0.11030444969595266,-1.7839803425477307,0.0008508893922548748
LBR,1.7433127440535934,-0.9610388560860267,-0.031160662102092118,0.4717235603748593,0.5141121406543325,-2.687306840007775,0.0008733441045051538
LBY,-1.5477135026003563,2.584294377234757,-0.9180964218349574,-1.5393726575828381,-0.21950692898833335,-2.0110085751832374,0.0006245870573470847
LCA,-1.3547702832314545,-0.8697848185234437,-47.2475795147886,-14.59750011661467,0.9960658408410206,14.185435474552822,0.021515854243775275
LKA,-0.23262960511628572,11.070845258735524,-10.728365506562499,-5.015415352345554,-0.14253146092828572,-3.388523287223144,0.0002844093393302596
LSO,-0.39557843184849784,4.723912238998898,-7.858133688731018,-1.667380069482316,-0.4777529084323495,-3.1785354950497946,0.00014575096527949034
LTU,-0.36120943136108696,5.627928636370809,-2.8584651351771018,-2.0733928986494066,-0.1721739682993606,-1.3112162650965153,0.002146343229857358
LUX,0.06694165885321457,-0.19665859999448668,-2.9982842675678745,-1.6329122480063907,-0.011946434495757607,-1.3957872818503914,0.0009927347197470641
LVA,0.10426077496461517,0.6669633005181905,-0.7222363575724144,-0.1854562139091187,-0.00672790371770704,-1.9511047119987635,0.00032835888535008464
MAC,0.3549831805053749,-0.9304538717861345,-3.4200312223578777,-0.004757902038710071,0.06837235519578932,-1.7190872559223913,0.0006642034583260227
MAR,0.1007988083286726,-0.6072896222755144,-2.548338052237775,-1.5433468471183875,-0.002493759901522896,-1.1208971722586503,0.0017767968968832348
MDA,0.3611885934855952,-0.6647532414829886,-1.1558936063837955,0.03814796797410036,0.02964294564506975,-2.0835763574967414,0.000306297593859247
MDG,-0.30825804258978184,11.212255104397627,-6.7997695398471,-3.255264974429628,-0.16685631609074658,-3.0029459885917764,0.0002801416184204421
MDV,0.7295845923724453,-0.9663446866558935,-2.741285764592749,0.6470189865794618,0.1093418783292277,-2.2187766314505253,0.00043359746533330095
MEX,-2.534305914493906,73.27663849597322,-37.00273802746194,-33.19990803139782,-1.016786589275287,1.0659299482293827,0.009885801464013277
MHL,1.81902609844804,-0.9711482656458912,-0.38375783085335957,0.2387689031209339,0.5599764024117215,-2.7606790506193635,0.0003481717763896074
MKD,0.0919352026617748,0.20049766132355698,-1.2402888734481032,-0.3358807297138222,-0.05876334668857286,-1.950200368387922,0.0007286183900978518
MLI,0.05469107174551624,1.0569429704417357,0.08513381126695752,0.02896872747033541,0.022562676790705005,-1.8923472772399252,0.00025424332154895416
MLT,0.10452957849085287,-0.36125931805039413,-1.6842017820225652,-0.7620776845254751,-0.0199389046187326,-1.7436012226765607,0.0007243053186514692
MMR,0.20825272803932648,1.8016996805648988,-1.2863216421584167,-0.10485950155317836,0.006644122908361361,-3.0606903602537816,0.0001462459231456982
MNE,0.551486231640963,-0.9661576846866826,-0.9541291656688711,0.32458780534863063,0.07688237634204675,-1.9811483185984802,0.00040449801239728094
MNG,-3.0399275476448384,0.9987849817278106,0.2463261219571411,-2.7238573539833055,-0.22956977776241727,-2.5686496864031128,0.0005713021030509755
MOZ,0.5689395919546314,-0.7258920864751156,-0.6318444751640118,0.2302832545520106,0.04990249690925985,-2.4402989623238502,0.00043325693139124
MRT,0.26164143742595236,1.8524961751560007,0.010042106463403755,0.013020874417790651,0.07308156995680104,-1.5250765715032477,0.0008527621636573735
MUS,0.33822446663673844,0.11546258238728843,-6.8839646188036285,-1.0277704474735971,-0.0457753390826654,-2.4786018983549485,0.000425369510689312
MWI,0.31080858128231803,-0.763531665624706,-1.3113799482357913,0.39087269332631625,0.03873519044084173,-2.16790420322861,0.00017753880607737673
MYS,-2.91920277909522,5.751192007851763,-2.48482170020089,-2.718539586253932,-0.6673612612475899,-1.7602361069918415,0.0028937614309022283
NAM,0.3090980698036816,-0.563625958912795,-0.635613577975136,-0.18793203383024037,0.044596879278224755,-1.9615296732477083,0.0009326587278311769
NCL,-0.04405172267073487,-0.8124894925555987,-2.6071260066397595,-1.6085703763418335,-0.05513412682141006,-2.2106613598659064,0.00024068048638183482
NER,0.06856801311014848,-0.9276236240023525,-1.3121568555929608,-0.8616213484385682,0.008685315064926868,-1.8321538616305144,0.00029613797865116036
NGA,0.030880021097812183,5.304682286093948,-2.236925559003289,-1.2090001099156367,-0.0067007085567172275,-2.0342178239573183,0.00037714885096412604
NIC,-2.1418576856359284,11.466874528484471,-22.364429784990737,-11.943188488303491,-0.8409144296052773,1.6341956092341903,0.008527309533415219
NLD,-0.2315019344007796,1.7249976495241248,-3.4350684004047283,-2.472274874387237,-0.1431639783085803,-0.9255028154216416,0.0033186837198902583
NOR,-0.424531996835531,1.5026490684064113,-1.2498136998409515,-2.833301662275167,-0.0698301474295171,-1.5504888131123384,0.0008311555600904623
NPL,0.4732460058433752,-0.9145701410536878,-2.531184630977912,0.962001717894001,0.054537967364565176,-2.4634351534309373,5.823974311507644e-05
NZL,-0.018867737644545635,3.2090362213708015,-4.58959740890581,-3.3778223258983497,-0.032292210364404106,-1.7847834942595897,0.0009268629735734515
OMN,-1.1291770803628753,1.2861555424401603,-0.945404358948132,-2.2764729021364283,-0.19189612172156867,-2.0637631362695696,0.0008316157046550265
PAK,0.05123684712433629,1.7169456139398136,-7.190757160177174,-2.4849205360988558,-0.037889379697786385,-2.5191793292067555,0.0003147588099727055
PAN,-0.5469388868105551,-0.9163001336643897,-16.14294997245127,-4.6824441381392194,0.19564646151706278,2.178380751798592,0.005795864591435944
PER,-0.26799764418597993,4.905138171332151,-8.719451366845233,-9.855369849549344,-0.14014026187871842,-0.17124370259761212,0.0025622884998043505
PHL,0.04659991103479477,2.4839558424287644,-5.894138129408355,-2.7726817230606216,-0.0511945386085455,-2.29106563212369,0.0010006334550422063
PLW,0.27084645201580493,-0.9656665917316781,-10.180619841889682,-0.9629139762985517,0.19826563942031417,-0.5325649196030291,0.002536093100578914
PNG,-0.6984541315442017,1.041147404685652,0.25014448818454493,-1.3643393478426358,-0.050251209956475584,-2.4229039698704713,0.0002244410695014948
POL,0.011583706247253467,3.669327845945652,-1.3528128838297238,-0.7449122239419514,-0.021769693821904745,-1.922030100261396,0.0005764231648353199
PRT,0.018444024490271715,1.1217038978910427,-2.723368392168468,-1.0735954850121687,-0.046567585962253855,-1.9165062370299468,0.0004158640653780233
PRY,0.27455221053520606,-0.6042263847407068,-1.4061227141957788,-1.0547819329013164,0.08179218175163872,-0.6801275683175012,0.0018264003101191818
PYF,0.14855528056023637,-0.8732546639214405,-9.48443395398877,-1.1458152246326514,0.05121869703901272,-0.9233638206685657,0.0010719470973927806
QAT,-1.6450344045312981,1.1124564198878306,-1.366088669924892,-6.387076110723933,-0.2378999971376694,-1.5530571939016635,0.0015513289558863749
ROU,0.11813698976386178,0.4963005430375301,-0.9058000407166866,-0.20333947457532586,0.002464441134919504,-2.09045759276163,0.0001973215611501322
RUS,-0.23927653142685745,1.10071499590364,0.8143779479623969,0.14385564754846314,-0.006279261549257953,-2.600869321861332,1.681781796863443e-05
RWA,0.13647823195743758,-0.7726259254899749,-0.580911333718992,0.13081440051929683,0.018010767629261792,-2.0425576162723447,0.00012805171234069854
SAU,-0.2721221344651137,1.9600629059806536,-2.3297052119713113,-3.331840988718393,-0.06410730913417595,-1.9617284237739674,0.0007569057375490203
SDN,0.032513154049951254,-0.9315855605762565,-0.07859497480102728,0.17310427051813182,0.004760997354735785,-2.1683168785263662,2.6990703130807305e-05
SEN,0.5448458679637058,-0.9080180324809907,-1.1847465698716197,0.27977718983898114,0.08041289214870684,-2.0387608791119005,0.0005171121641139943
SGP,-0.5030188773913591,3.020768361618573,-3.3585074154451,-2.4350699752857863,-0.2713058196351592,-1.261368967326415,0.004203544561069643
SLB,0.023944190131119925,1.222577402903362,0.0287085925287478,-0.02493122268032444,0.013546226616378831,-2.615395426246181,0.0001839803294560243
SLE,-0.016319164979439194,-0.6564640854959579,-2.8182396323309766,-2.0625032517523567,-0.042313406097627126,-2.0586027070117363,0.0007576181241703589
SLV,-0.5467748830670249,0.8247906933381849,-14.775993467849634,-7.4139528138926,0.07674266813360031,3.199359086082243,0.007217276023364966
SOM,0.5901461581997447,-0.9822538594236747,0.10453019602301161,0.8224113564402336,0.08651704077633493,-2.1768838759609888,0.00017692992170944416
SRB,0.2009963934104908,-0.06985570789400353,-0.7013474136735365,-0.08441532218699255,0.013834546944502257,-2.1486693494347286,0.00029881690719086484
SSD,0.11344448220569348,-0.982693463805469,-2.6598742383338703,-0.6700993985013226,0.008877857015554547,-1.826381690192902,0.00021908068987268109
SUR,-1.0916393802709923,1.551390421749508,-6.530405655574667,-9.2766519599752,-0.5981112103264241,1.4869551793110558,0.009121941109051731
SVK,-0.3882978632305467,8.941875626580483,-0.8144671468513387,-0.27676134496155136,-0.0869903248024384,-2.3317455026796607,0.00038267530420988934
SVN,0.2128824882912772,6.083123142108953,-0.1837918382277426,0.026422085082655755,0.05154003644456395,-2.1589668010498553,0.0005413003647310229
SWE,-0.29108406292848166,16.1880428274055,-3.1727289882663823,-2.4294377699992875,-0.10018545772809695,-1.9497659750381757,0.0006896341721926262
SWZ,-0.02873134641830921,1.6353896150618046,-0.2273213020814735,-0.3190369637743884,0.007831533064539542,-2.222923345019645,0.0005706417926620721
SXM,-1.1888150458069013,-0.8831992357256183,-64.83838042202512,-20.826535733465267,3.063915383658933,21.495067931485636,0.0527728579765941
SYC,0.31590250250268515,-0.852701067391474,-0.3629563456584717,0.12029538959019703,0.04774737713084676,-2.043941310197084,0.00039751707441900634
SYR,0.19523295904573246,-0.92439806001085,-0.6478879769322266,0.549242147214235,0.020728433501981947,-1.9875619214063,2.7362197632182244e-06
TCA,-1.2278030901200054,-0.7841427906466285,-60.22548957329046,-17.622253482094774,1.1696980495980114,16.970112959314122,0.025927479793902926
TCD,-0.5466865166149137,1.198878651480933,0.36003394752155415,-1.1066180734506381,-0.0316408909400101,-2.1560281641050616,0.00013225649649189222
TGO,0.9280951982663543,-0.9294451778492162,-0.4498274029377525,0.32814471934101697,0.19337833417518713,-2.1093345042303424,0.0012816508420482988
THA,-2.2364639866663483,16.438607036736876,-6.335234242152921,-5.136919441717803,-0.6348332622571506,-2.761005955495388,0.0016596512051042897
TJK,0.8153877283047173,-0.9830932465606148,0.8109614921164576,1.1931717657502672,0.11908115995054036,-2.5985537102315326,8.131692884249907e-05
TKM,-0.7140563329067873,0.9844221967041871,0.48989752536410247,-2.635167861740917,-0.05864447758001656,-2.6378177674861614,5.6292162733110796e-05
TLS,0.7523119500615572,-0.9567147961325813,-1.0943205358299513,0.8838173567148555,0.11041903093651495,-2.4964997588342697,0.00037144496975738086
TON,0.6401107728715827,-0.9326589160279458,-5.701905323347722,0.3310984574522946,0.14081324935018014,-1.8273070381466083,0.0010082481270971431
TTO,-0.7050424922361076,4.763218803127712,-13.287739015771383,-21.817961910645465,-0.41930398569729466,1.3181089251692368,0.005470574165156811
TUN,-0.03979424944025034,3.650603381061459,-1.519050844135983,-0.7753840058563499,-0.05085043277308632,-1.9606370954021957,0.0007110748737513283
TUR,0.1305747887546449,-0.0026586097616940756,-1.7669581087910724,-0.9736345096997723,0.010881082225511207,-1.7773130582543928,0.0007211992919232969
TZA,0.3462216359535697,-0.9069073341649253,-0.3259187620057058,0.5359742548552759,0.04859506229208943,-2.33592711400058,0.0001954161524252763
UGA,0.16853705876378466,-0.7812180387339444,-0.05232999908177938,0.2641490449101225,0.029587137628284133,-2.138718822373764,0.00018838228184019415
UKR,0.18603159646501943,-0.8220977494983274,-1.4215656582323932,-0.6409106632558448,0.022910462736147608,-1.7205309415569192,0.0006660387604527065
URY,-0.0050369969870844855,0.5033820854843934,-4.511981969235501,-3.1861270195828517,-0.01544228011863824,-0.8255173791961168,0.0009557392430475911
USA,-0.9490906586274495,-30.185760061883,-78.1808936939318,-61.68820985610137,-0.3881815801641042,5.093293165897017,0.007017134027942461
UZB,0.4322157635362034,-0.9518140463556226,0.6018060578694584,0.8276860242240724,0.08047707541023463,-2.3451612699621704,0.00018222026679763441
VCT,-1.087806587452178,-0.8572989231285296,-7.611474863656442,-6.676771230147905,0.5496364478429383,5.963420498604588,0.011116619710276008
VEN,-0.05663451418727039,12.520850452586654,-25.441761750279145,-16.021008890064394,-0.024166393426250377,-1.05244751971183,0.00029159939377908933
VNM,-9.205208613799265,13.244531138831835,-6.359102639745318,-6.765773795798946,-1.8092265440845634,-2.787983855167142,0.0012853705154919628
VUT,0.3740125154299001,-0.6535077556996467,-3.356238788690169,-0.4687981936916996,0.007498113371706694,-2.597106604185706,0.000337071615700497
YEM,0.6455917542789402,-0.9809047585423663,-0.8836235285187288,0.7387021462646581,0.09949890190805721,-2.113432259358883,0.0003100922705230076
ZAF,-0.6634106498025649,4.409971490325041,-3.2693857545963656,-3.844698119538037,-0.1577574942170923,-2.170100804821329,0.0010244622417888492
ZMB,-0.41997379875724494,1.2582370923795165,-0.02944983338037943,-0.5518119220189965,-0.02123149171772143,-2.174404784681705,0.0004463775087701183
ZWE,-0.01596492081983314,1.3720552258605407,-0.6003176491083728,-0.38982038599911784,-0.01369716934227494,-2.127749518601718,7.030008701845806e-05
